"","id","orden","palabra","valoracion"
"411","-M53AyAMgtBqT3jz2612",3,"Sedentarismo",4
"412","-M53AyAMgtBqT3jz2612",4,"Herramienta",6
"413","-M53AyAMgtBqT3jz2612",5,"Costo",4
"414","-M5SUkUrSegJJPwm6x5-",1,"Aplicaciones inteligentes ( predictoras)",10
"415","-M5SUkUrSegJJPwm6x5-",2,"Bases de datos",9
"416","-M5SUkUrSegJJPwm6x5-",3,"Comercialización web",8
"417","-M5SUkUrSegJJPwm6x5-",4,"Marketing 4.0",8
"418","-M5SUkUrSegJJPwm6x5-",5,"Destinos inteligentes",8
"419","-M5V3AGxZwThM8aBozNW",1,"Robots",8
"420","-M5V3AGxZwThM8aBozNW",2,"Matemáticas",9
"421","-M5V3AGxZwThM8aBozNW",3,"Ingeniería",8
"422","-M5V3AGxZwThM8aBozNW",4,"Informática",8
"423","-M5V3AGxZwThM8aBozNW",5,"Big data",8
"424","-M5XUIJYlLH8iTGBQODq",1,"Robot",0
"425","-M5XUIJYlLH8iTGBQODq",2,"Autónomo",0
"426","-M5XUIJYlLH8iTGBQODq",3,"Riesgo",5
"427","-M5XUIJYlLH8iTGBQODq",4,"Futuro",0
"428","-M5XUIJYlLH8iTGBQODq",5,"Industria",0
"429","-M5cQ3AW1Q-s9z2ikHM0",1,"Progreso",10
"430","-M5cQ3AW1Q-s9z2ikHM0",2,"Tecnología aplicada",10
"431","-M5cQ3AW1Q-s9z2ikHM0",3,"Avances y conocimientos",10
"432","-M5cQ3AW1Q-s9z2ikHM0",4,"Desafío para la humanidad",7
"433","-M5cQ3AW1Q-s9z2ikHM0",5,"Mejor calidad de vida",10
"434","-M5iWVLmEfgMYAzrwsYw",1,"Robot",3
"435","-M5iWVLmEfgMYAzrwsYw",2,"Mecánico",1
"436","-M5iWVLmEfgMYAzrwsYw",3,"Accesible",10
"437","-M5iWVLmEfgMYAzrwsYw",4,"Solución",10
"438","-M5iWVLmEfgMYAzrwsYw",5,"Dinámico",10
"439","-M5j1X8eXKnXE7aTbTdG",1,"Futuro",10
"440","-M5j1X8eXKnXE7aTbTdG",2,"Robots",5
"441","-M5j1X8eXKnXE7aTbTdG",3,"Tecnologia",8
"442","-M5j1X8eXKnXE7aTbTdG",4,"Avance",7
"443","-M5j1X8eXKnXE7aTbTdG",5,"Emocion",5
"444","-M5lUcRXQoDg4tAPkHzm",1,"Futuro",8
"445","-M5lUcRXQoDg4tAPkHzm",2,"Aprendizaje",7
"446","-M5lUcRXQoDg4tAPkHzm",3,"Incertidumbre",3
"447","-M5lUcRXQoDg4tAPkHzm",4,"Alternativa",7
"448","-M5lUcRXQoDg4tAPkHzm",5,"Imaginación",7
"449","-M5nokGcTXyIX3EB84Qb",1,"Automatizacion",5
"450","-M5nokGcTXyIX3EB84Qb",2,"Robots",5
"451","-M5nokGcTXyIX3EB84Qb",3,"Informacion",5
"452","-M5nokGcTXyIX3EB84Qb",4,"Futuro",10
"453","-M5nokGcTXyIX3EB84Qb",5,"Calidad",5
"454","-M5nzqk-P8ofooS5mWGJ",1,"Sistemas",6
"455","-M5nzqk-P8ofooS5mWGJ",2,"internet de las cosas",9
"456","-M5nzqk-P8ofooS5mWGJ",3,"Robótica",6
"457","-M5nzqk-P8ofooS5mWGJ",4,"Deshumanización de las actividades sociales",2
"458","-M5nzqk-P8ofooS5mWGJ",5,"Ayuda para los humanos",9
"459","-M5uG7Bj5wWHmH3peUVA",1,"Mecanismo",8
"460","-M5uG7Bj5wWHmH3peUVA",2,"Sustentabilidad",8
"461","-M5uG7Bj5wWHmH3peUVA",3,"Operativo",8
"462","-M5uG7Bj5wWHmH3peUVA",4,"Sistematico",6
"463","-M5uG7Bj5wWHmH3peUVA",5,"Contemporaneo",7
"464","-M601iQG_FHnQWLWxJNI",1,"tecnologia",9
"465","-M601iQG_FHnQWLWxJNI",2,"futuro",8
"466","-M601iQG_FHnQWLWxJNI",3,"ciencia",7
"467","-M601iQG_FHnQWLWxJNI",4,"robots",3
"468","-M601iQG_FHnQWLWxJNI",5,"pelicula",8
"469","-M74K7zgg_3Lr91ARnwx",1,"Robótica",5
"470","-M74K7zgg_3Lr91ARnwx",2,"Creatividad",9
"471","-M74K7zgg_3Lr91ARnwx",3,"Más consumo de internet",2
"472","-M74K7zgg_3Lr91ARnwx",4,"Cambios",8
"473","-M74K7zgg_3Lr91ARnwx",5,"Salud",10
"474","-M7CnrDaD3w62__AtHjd",1,"Máquina",5
"475","-M7CnrDaD3w62__AtHjd",2,"Robot",10
"476","-M7CnrDaD3w62__AtHjd",3,"Computadora",1
"477","-M7CnrDaD3w62__AtHjd",4,"Chip",1
"478","-M7CnrDaD3w62__AtHjd",5,"Tiempo",1
"479","-M7GC-r9_0clU1VmSHX-",1,"Futuro",10
"480","-M7GC-r9_0clU1VmSHX-",2,"Tecnología",10
"481","-M7GC-r9_0clU1VmSHX-",3,"Comunicación",10
"482","-M7GC-r9_0clU1VmSHX-",4,"Supremacía",8
"483","-M7GC-r9_0clU1VmSHX-",5,"Unidad",8
"484","-M7J1bsupWk8MK9mjlN4",1,"Tecnologías de computación",5
"485","-M7J1bsupWk8MK9mjlN4",2,"Robots",0
"486","-M7J1bsupWk8MK9mjlN4",3,"Orden mundial",0
"487","-M7J1bsupWk8MK9mjlN4",4,"Desplazamiento del ser humano",0
"488","-M7J1bsupWk8MK9mjlN4",5,"Tecnologías que ayudan al ser humano en medicina,",9
"489","-M7PaJRgR_0iiNtJgx67",1,"Mecanismo capaz de producir",3
"490","-M7PaJRgR_0iiNtJgx67",2,"Sistema programado para seguir pasos",5
"491","-M7PaJRgR_0iiNtJgx67",3,"Ayuda potencial para la productividad",5
"492","-M7PaJRgR_0iiNtJgx67",4,"Programa capaz de solucionar con pocos recursos",5
"493","-M7PaJRgR_0iiNtJgx67",5,"Sistema de adaptación",3
"494","-M7PaJRgR_0iiNtJgx67",6,"Mecánica que transforma y acumula datos",3
"495","-M7QTou1Fi7JHVKooVe5",1,"Avance tecnológico",8
"496","-M7QTou1Fi7JHVKooVe5",2,"Comodidad",8
"497","-M7QTou1Fi7JHVKooVe5",3,"Atajos",8
"498","-M7QTou1Fi7JHVKooVe5",4,"Tecnología",10
"499","-M7QTou1Fi7JHVKooVe5",5,"Facilidad",8
"500","-M7QeeMBW5LwDup1jFYn",1,"Robot",7
"501","-M7QeeMBW5LwDup1jFYn",2,"Computadora",8
"502","-M7QeeMBW5LwDup1jFYn",3,"Control",2
"503","-M7QeeMBW5LwDup1jFYn",4,"Automatización",5
"504","-M7QeeMBW5LwDup1jFYn",5,"Avance",5
"505","-M7VqzJDHqFpuV2gApuU",1,"Invisible",10
"506","-M7VqzJDHqFpuV2gApuU",2,"Mente",10
"507","-M7VqzJDHqFpuV2gApuU",3,"Pensamiento",10
"508","-M7VqzJDHqFpuV2gApuU",4,"Razonamiento",10
"509","-M7VqzJDHqFpuV2gApuU",5,"Lógica",5
"510","-M7j7ikHFA5J707rWJKm",1,"Desastre",5
"511","-M7j7ikHFA5J707rWJKm",2,"Manipulación",5
"512","-M7j7ikHFA5J707rWJKm",3,"Abusó",4
"513","-M7j7ikHFA5J707rWJKm",4,"Destrucción",5
"514","-M7j7ikHFA5J707rWJKm",5,"Tristeza",5
"515","-M7oXXQspTejbmqMgf9j",1,"Algoritmos",5
"516","-M7oXXQspTejbmqMgf9j",2,"Estadísticas",6
"517","-M7oXXQspTejbmqMgf9j",3,"Base de datos",4
"518","-M7oXXQspTejbmqMgf9j",4,"Robot",4
"519","-M7oXXQspTejbmqMgf9j",5,"Memoria",5
"520","-M7t9-UX80Czh95pfmu5",1,"Robots",2
"521","-M7t9-UX80Czh95pfmu5",2,"Dispositivos de comunicación",6
"522","-M7t9-UX80Czh95pfmu5",3,"Deshumanizar",2
"523","-M7t9-UX80Czh95pfmu5",4,"Desarrollo",5
"524","-M7t9-UX80Czh95pfmu5",5,"Innovación",5
"525","-M7xrhauwqo0C11_DjEb",1,"Innovador",10
"526","-M7xrhauwqo0C11_DjEb",2,"Tecnologico",9
"527","-M7xrhauwqo0C11_DjEb",3,"Util",7
"528","-M7xrhauwqo0C11_DjEb",4,"Necesidad",7
"529","-M7xrhauwqo0C11_DjEb",5,"Novedad",6
"530","-M7yQGVYH9xt4Jw0AE3Q",1,"robot",7
"531","-M7yQGVYH9xt4Jw0AE3Q",2,"ingenieria",10
"532","-M7yQGVYH9xt4Jw0AE3Q",3,"datos",8
"533","-M7yQGVYH9xt4Jw0AE3Q",4,"rapidez",10
"534","-M7yQGVYH9xt4Jw0AE3Q",5,"sistema",7
"535","-M7z4In1Jppqwk8SJ9Og",1,"Presente",0
"536","-M7z4In1Jppqwk8SJ9Og",2,"Convivencia",3
"537","-M7z4In1Jppqwk8SJ9Og",3,"Posibilidad",0
"538","-M7z4In1Jppqwk8SJ9Og",4,"Exposición",6
"539","-M7z4In1Jppqwk8SJ9Og",5,"Descubrimientos",0
"540","-M8-AjthWoLIbai0yY45",1,"Hegemonias",0
"541","-M8-AjthWoLIbai0yY45",2,"Nueva revolución industrial",10
"542","-M8-AjthWoLIbai0yY45",3,"Educación",10
"543","-M8-AjthWoLIbai0yY45",4,"Privacidad",0
"544","-M8-AjthWoLIbai0yY45",5,"Salud",10
"545","-M80VF1jrKOC48ZlLqq6",1,"Habilidad tecnologica",10
"546","-M80VF1jrKOC48ZlLqq6",2,"Capacidad específica",10
"547","-M80VF1jrKOC48ZlLqq6",3,"Dispositivo",5
"548","-M80VF1jrKOC48ZlLqq6",4,"Herramienta intelectual",10
"549","-M80VF1jrKOC48ZlLqq6",5,"Asistente",5
"550","-M8kkaZwPDm57tmr3M0N",1,"Asistente de google",8
"551","-M8kkaZwPDm57tmr3M0N",2,"Aprendizaje del comportamiento",5
"552","-M8kkaZwPDm57tmr3M0N",3,"Big data",2
"553","-M8kkaZwPDm57tmr3M0N",4,"Sugerencias",7
"554","-M8kkaZwPDm57tmr3M0N",5,"Automatización",8
"555","-M8n8EBzhb_PTHgVNVE1",1,"Robots",5
"556","-M8n8EBzhb_PTHgVNVE1",2,"Maquinas",5
"557","-M8n8EBzhb_PTHgVNVE1",3,"dispositivos",5
"558","-M8n8EBzhb_PTHgVNVE1",4,"electrodomesticos",5
"559","-M8n8EBzhb_PTHgVNVE1",5,"nuevas tecnologías",5
"560","-M8nBAAVWahQnRXaT6hF",1,"Robots",10
"561","-M8nBAAVWahQnRXaT6hF",2,"Mejora",10
"562","-M8nBAAVWahQnRXaT6hF",3,"Futuro",10
"563","-M8nBAAVWahQnRXaT6hF",4,"Herramienta",2
"564","-M8nBAAVWahQnRXaT6hF",5,"Ayudante",10
"565","-M8rTMCoE87MfsbZ1-FB",1,"Desarrollo tecnológico",10
"566","-M8rTMCoE87MfsbZ1-FB",2,"Multidisciplinario",10
"567","-M8rTMCoE87MfsbZ1-FB",3,"Según su uso, puede ser peligroso",2
"568","-M8rTMCoE87MfsbZ1-FB",4,"Funcionamiento del cerebro",9
"569","-M8rTMCoE87MfsbZ1-FB",5,"Herramientas para la vida cotidiana",10
"570","-M8re9yOAXybijbPoLlj",1,"Computación",6
"571","-M8re9yOAXybijbPoLlj",2,"Razonamiento",10
"572","-M8re9yOAXybijbPoLlj",3,"Aprendizaje",8
"573","-M8re9yOAXybijbPoLlj",4,"Tecnología",5
"574","-M8re9yOAXybijbPoLlj",5,"Maquinas",5
"575","-M8v_LabYMJ1vpxMg9cx",1,"Automatización",9
"576","-M8v_LabYMJ1vpxMg9cx",2,"Futuro",9
"577","-M8v_LabYMJ1vpxMg9cx",3,"Tecnología",9
"578","-M8v_LabYMJ1vpxMg9cx",4,"Mala utilización",1
"579","-M8v_LabYMJ1vpxMg9cx",5,"Chamuyo",1
"580","-M8wR5o-n3dNpOWPYMkj",1,"Maquinas",0
"581","-M8wR5o-n3dNpOWPYMkj",2,"Inteligencia",10
"582","-M8wR5o-n3dNpOWPYMkj",3,"Robots",5
"583","-M8wR5o-n3dNpOWPYMkj",4,"Avance",10
"584","-M8wR5o-n3dNpOWPYMkj",5,"Tecnología",10
"585","-M8wXK86KmluD4HigccX",1,"Robotica",6
"586","-M8wXK86KmluD4HigccX",2,"Física",8
"587","-M8wXK86KmluD4HigccX",3,"Matemática",7
"588","-M8wXK86KmluD4HigccX",4,"Electrónica",8
"589","-M8wXK86KmluD4HigccX",5,"Sistema",3
"590","-M8wY08Z9Uv8vTXCoAUh",1,"Implantes",8
"591","-M8wY08Z9Uv8vTXCoAUh",2,"Discapacidad",9
"592","-M8wY08Z9Uv8vTXCoAUh",3,"Control",1
"593","-M8wY08Z9Uv8vTXCoAUh",4,"Exoesqueleto",9
"594","-M8wY08Z9Uv8vTXCoAUh",5,"Humanidad",3
"595","-M8xGlp679KKe71_cAwx",1,"Avances",8
"596","-M8xGlp679KKe71_cAwx",2,"Tecnología aplicada",8
"597","-M8xGlp679KKe71_cAwx",3,"Resolución",7
"598","-M8xGlp679KKe71_cAwx",4,"Autodeterminación",6
"599","-M8xGlp679KKe71_cAwx",5,"Independencia de decisiones",7
"600","-M8yoL6USCtgW9GSY2Ms",1,"Buscadores inteligentes",7
"601","-M8yoL6USCtgW9GSY2Ms",2,"Hardware inteligente",5
"602","-M8yoL6USCtgW9GSY2Ms",3,"Casas autoregulables",8
"603","-M8yoL6USCtgW9GSY2Ms",4,"Autos independientes",7
"604","-M8yoL6USCtgW9GSY2Ms",5,"Programas guías para tramites",9
"605","-M8zvqlDfBmx2lqo6l4h",1,"Trump",0
"606","-M8zvqlDfBmx2lqo6l4h",2,"Epstein",0
"607","-M8zvqlDfBmx2lqo6l4h",3,"Violacion",0
"608","-M8zvqlDfBmx2lqo6l4h",4,"Documentos",0
"609","-M8zvqlDfBmx2lqo6l4h",5,"EE UU",0
"610","-M9-RwYyG_zIEwVLGkAz",1,"Poder manejar objetos vía wifi",7
"611","-M9-RwYyG_zIEwVLGkAz",2,"Robotica",7
"612","-M9-RwYyG_zIEwVLGkAz",3,"Ingenieria Electronica",7
"613","-M9-RwYyG_zIEwVLGkAz",4,"Comodidad",6
"614","-M9-RwYyG_zIEwVLGkAz",5,"Futuro inmediato",6
"615","-M9-Y4Oc69RDIXhZ_biF",1,"Robot",0
"616","-M9-Y4Oc69RDIXhZ_biF",2,"Inhumano",0
"617","-M9-Y4Oc69RDIXhZ_biF",3,"Innovación",4
"618","-M9-Y4Oc69RDIXhZ_biF",4,"Satélite",8
"619","-M9-Y4Oc69RDIXhZ_biF",5,"Apocalipsis",0
"620","-M9111neup8p37KU2IZQ",1,"Tecnociencia",7
"621","-M9111neup8p37KU2IZQ",2,"Objetividad",2
"622","-M9111neup8p37KU2IZQ",3,"Distanciamiento",3
"623","-M9111neup8p37KU2IZQ",4,"Eficacia",8
"624","-M9111neup8p37KU2IZQ",5,"Rapidez.",6
"625","-M91FmqtGhjoFqxi1vuu",1,"Peligro",0
"626","-M91FmqtGhjoFqxi1vuu",2,"Automatizacion",2
"627","-M91FmqtGhjoFqxi1vuu",3,"Tecnología",8
"628","-M91FmqtGhjoFqxi1vuu",4,"Frialdad",1
"629","-M91FmqtGhjoFqxi1vuu",5,"Carencia de empatia",1
"630","-M93POzzSgSVEZuNWvmr",1,"Issac Asimov",5
"631","-M93POzzSgSVEZuNWvmr",2,"Futuro o autodestrucción humana?",5
"632","-M93POzzSgSVEZuNWvmr",3,"Nunca subestimes a tu aprendiz (matching learning)",4
"633","-M93POzzSgSVEZuNWvmr",4,"IA al servicio de los detentores de poder",1
"634","-M93POzzSgSVEZuNWvmr",5,"Aumento de la exclusión social",2
"635","-M94IamQ5ldVb0l0Rtrd",1,"Control",1
"636","-M94IamQ5ldVb0l0Rtrd",2,"Algoritmos",1
"637","-M94IamQ5ldVb0l0Rtrd",3,"Comunicación",9
"638","-M94IamQ5ldVb0l0Rtrd",4,"Burbuja interna",1
"639","-M94IamQ5ldVb0l0Rtrd",5,"Mentiras",10
"640","-M94MS0N2LgxSyo7YKWN",1,"Robot",2
"641","-M94MS0N2LgxSyo7YKWN",2,"Android",6
"642","-M94MS0N2LgxSyo7YKWN",3,"Hacker",5
"643","-M94MS0N2LgxSyo7YKWN",4,"Autosuficiencia",3
"644","-M94MS0N2LgxSyo7YKWN",5,"Mejoras en salud",8
"645","-M94Osr2e-yQV8j9BtUf",1,"Robótica",5
"646","-M94Osr2e-yQV8j9BtUf",2,"Espionaje",5
"647","-M94Osr2e-yQV8j9BtUf",3,"Paranoia",5
"648","-M94Osr2e-yQV8j9BtUf",4,"Posibilidad",10
"649","-M94Osr2e-yQV8j9BtUf",5,"Inmediatez",7
"650","-M94hJn0_DLXD_CrOdcu",1,"Predictivo",8
"651","-M94hJn0_DLXD_CrOdcu",2,"Programación",8
"652","-M94hJn0_DLXD_CrOdcu",3,"Bases de datos",8
"653","-M94hJn0_DLXD_CrOdcu",4,"Respuestas autonomas",9
"654","-M94hJn0_DLXD_CrOdcu",5,"Mimesis",7
"655","-M95hQ-GJUGOTMHbM22k",1,"Era digital",5
"656","-M95hQ-GJUGOTMHbM22k",2,"Interactividad",7
"657","-M95hQ-GJUGOTMHbM22k",3,"Pensamiento computacional",5
"658","-M95hQ-GJUGOTMHbM22k",4,"Conectividad",8
"659","-M95hQ-GJUGOTMHbM22k",5,"Software",5
"660","-M95i-_Ay1hDy_Ea4XLc",1,"Robots",10
"661","-M95i-_Ay1hDy_Ea4XLc",2,"Automatización",10
"662","-M95i-_Ay1hDy_Ea4XLc",3,"Velocidad",10
"663","-M95i-_Ay1hDy_Ea4XLc",4,"Búsqueda",10
"664","-M95i-_Ay1hDy_Ea4XLc",5,"Comprensión",10
"665","-M95x9vN6582CjGZb63e",1,"Robot",5
"666","-M95x9vN6582CjGZb63e",2,"Maquina",7
"667","-M95x9vN6582CjGZb63e",3,"Pensamiento",8
"668","-M95x9vN6582CjGZb63e",4,"Funcionalidad",9
"669","-M95x9vN6582CjGZb63e",5,"Evolución",7
"670","-M98zFWpozyoM73aVMbD",1,"Computadora",1
"671","-M98zFWpozyoM73aVMbD",2,"Objetivación",0
"672","-M98zFWpozyoM73aVMbD",3,"División mente-cuerpo",1
"673","-M98zFWpozyoM73aVMbD",4,"Artificial",1
"674","-M98zFWpozyoM73aVMbD",5,"Hombre maquina",0
"675","-M9A3dmaceFmggSEJFtv",1,"Tecnología",10
"676","-M9A3dmaceFmggSEJFtv",2,"Bots",7
"677","-M9A3dmaceFmggSEJFtv",3,"Mecanización",7
"678","-M9A3dmaceFmggSEJFtv",4,"Eficiencia",6
"679","-M9A3dmaceFmggSEJFtv",5,"Productividad",10
"680","-M9AaILazmUpfC6T_LnY",1,"Tecnología",10
"681","-M9AaILazmUpfC6T_LnY",2,"Reemplazo",0
"682","-M9AaILazmUpfC6T_LnY",3,"Manipular",10
"683","-M9AaILazmUpfC6T_LnY",4,"Progreso",10
"684","-M9AaILazmUpfC6T_LnY",5,"Brecha",3
"685","-M9B0x6zx2frCUP1cOOV",1,"Tecnologia",4
"686","-M9B0x6zx2frCUP1cOOV",2,"Informatica",3
"687","-M9B0x6zx2frCUP1cOOV",3,"Cambios",2
"688","-M9B0x6zx2frCUP1cOOV",4,"Generacional",3
"689","-M9B0x6zx2frCUP1cOOV",5,"Paradigma",2
"690","-M9BI1StQ8LGZRr391NM",1,"CAPITALISMO",10
"691","-M9BI1StQ8LGZRr391NM",2,"CIENCIA",10
"692","-M9BI1StQ8LGZRr391NM",3,"TECNOLOGÍA",10
"693","-M9BI1StQ8LGZRr391NM",4,"AVANCES",10
"694","-M9BI1StQ8LGZRr391NM",5,"FUTURO",10
"695","-M9BKedTYGG1PKRicRnv",1,"Tecnología",7
"696","-M9BKedTYGG1PKRicRnv",2,"Avance",7
"697","-M9BKedTYGG1PKRicRnv",3,"Herramienta",9
"698","-M9BKedTYGG1PKRicRnv",4,"Skills",8
"699","-M9BKedTYGG1PKRicRnv",5,"Necesario",7
"700","-M9BnQi-0PgH6FOdyVaH",1,"Computadoras",7
"701","-M9BnQi-0PgH6FOdyVaH",2,"manipulación de datos",0
"702","-M9BnQi-0PgH6FOdyVaH",3,"Internet",9
"703","-M9BnQi-0PgH6FOdyVaH",4,"big data",4
"704","-M9BnQi-0PgH6FOdyVaH",5,"acceso a la información",8
"705","-M9BnQi-0PgH6FOdyVaH",6,"acceso social a la tecnología",8
"706","-M9BrQsf6wjUvhrMyPa-",1,"ciencia",10
"707","-M9BrQsf6wjUvhrMyPa-",2,"tecnología",10
"708","-M9BrQsf6wjUvhrMyPa-",3,"innovación",10
"709","-M9BrQsf6wjUvhrMyPa-",4,"vanguardia",10
"710","-M9BrQsf6wjUvhrMyPa-",5,"descubrimiento",10
"711","-M9C8yLrZR3FDGy5HL2r",1,"Tecnologia",10
"712","-M9C8yLrZR3FDGy5HL2r",2,"Conectividad",9
"713","-M9C8yLrZR3FDGy5HL2r",3,"Innovación",10
"714","-M9C8yLrZR3FDGy5HL2r",4,"Avances",5
"715","-M9C8yLrZR3FDGy5HL2r",5,"Máquinas",7
"716","-M9EWwaFeg9LBgl92-d8",1,"Robot",2
"717","-M9EWwaFeg9LBgl92-d8",2,"Spilberg",0
"718","-M9EWwaFeg9LBgl92-d8",3,"Placas (las verdes)",8
"719","-M9EWwaFeg9LBgl92-d8",4,"Software",10
"720","-M9EWwaFeg9LBgl92-d8",5,"Desarrollo",10
"721","-M9EXSkfYgbBkB6bxg7V",1,"Robótica",8
"722","-M9EXSkfYgbBkB6bxg7V",2,"Avance tecnológico",9
"723","-M9EXSkfYgbBkB6bxg7V",3,"Desempleo",2
"724","-M9EXSkfYgbBkB6bxg7V",4,"Operatividad",10
"725","-M9EXSkfYgbBkB6bxg7V",5,"Eficiencia",10
"726","-M9GRVyeExciSeN6GdBj",1,"Robot",5
"727","-M9GRVyeExciSeN6GdBj",2,"Computadora",8
"728","-M9GRVyeExciSeN6GdBj",3,"Celular",8
"729","-M9GRVyeExciSeN6GdBj",4,"Visores vr",8
"730","-M9GRVyeExciSeN6GdBj",5,"Parlante alexa",3
"731","-M9J1ssfTSBAt_2bUx9z",1,"Reemplazo",0
"732","-M9J1ssfTSBAt_2bUx9z",2,"Avance",10
"733","-M9J1ssfTSBAt_2bUx9z",3,"Futuro",5
"734","-M9J1ssfTSBAt_2bUx9z",4,"Control",3
"735","-M9J1ssfTSBAt_2bUx9z",5,"Poder",2
"736","-M9JL7H40q-ix2XYz1AG",1,"Desarrollo",10
"737","-M9JL7H40q-ix2XYz1AG",2,"Sustitución de humanos",4
"738","-M9JL7H40q-ix2XYz1AG",3,"Desconocimiento",2
"739","-M9JL7H40q-ix2XYz1AG",4,"Nada",5
"740","-M9JL7H40q-ix2XYz1AG",5,"Nada",5
"741","-M9KH7hg2DRbxopdU9uX",1,"Robots",10
"742","-M9KH7hg2DRbxopdU9uX",2,"Vigilancia",0
"743","-M9KH7hg2DRbxopdU9uX",3,"Sin privacidad",0
"744","-M9KH7hg2DRbxopdU9uX",4,"Omnipotente",8
"745","-M9KH7hg2DRbxopdU9uX",5,"Segregadora",5
"746","-M9KWIKYfADmr-yPUb6N",1,"Robot",8
"747","-M9KWIKYfADmr-yPUb6N",2,"Máquina",5
"748","-M9KWIKYfADmr-yPUb6N",3,"Futuro",8
"749","-M9KWIKYfADmr-yPUb6N",4,"Tecnología",10
"750","-M9KWIKYfADmr-yPUb6N",5,"Sin sentimientos",3
"751","-M9LbxnlRFTxvFgQGqBc",1,"Avance",8
"752","-M9LbxnlRFTxvFgQGqBc",2,"Robot",3
"753","-M9LbxnlRFTxvFgQGqBc",3,"Contaminacion",1
"754","-M9LbxnlRFTxvFgQGqBc",4,"Máquinas",3
"755","-M9LbxnlRFTxvFgQGqBc",5,"Programas",5
"756","-M9LeLLEMuhEp6RtvS1e",1,"Futuro",10
"757","-M9LeLLEMuhEp6RtvS1e",2,"Algoritmos",10
"758","-M9LeLLEMuhEp6RtvS1e",3,"Ciencia",10
"759","-M9LeLLEMuhEp6RtvS1e",4,"Conocimiento",10
"760","-M9LeLLEMuhEp6RtvS1e",5,"Resolución de problemas",10
"761","-M9PJrGJKTSP7OS_lXDV",1,"Teconologia",9
"762","-M9PJrGJKTSP7OS_lXDV",2,"Rapidez",10
"763","-M9PJrGJKTSP7OS_lXDV",3,"Efectividad",10
"764","-M9PJrGJKTSP7OS_lXDV",4,"Reemplazo",2
"765","-M9PJrGJKTSP7OS_lXDV",5,"Eficiencia",10
"766","-M9PRvoYlkBdwLYrx2e_",1,"Tecnología",7
"767","-M9PRvoYlkBdwLYrx2e_",2,"Cambio",7
"768","-M9PRvoYlkBdwLYrx2e_",3,"Datos",6
"769","-M9PRvoYlkBdwLYrx2e_",4,"Información",6
"770","-M9PRvoYlkBdwLYrx2e_",5,"Poder",0
"771","-M9QeCwpZuHehoplohmr",1,"Pelicula",10
"772","-M9QeCwpZuHehoplohmr",2,"Ciencia ficción",10
"773","-M9QeCwpZuHehoplohmr",3,"Apocalipsis",0
"774","-M9QeCwpZuHehoplohmr",4,"Soberanía Informática",5
"775","-M9QeCwpZuHehoplohmr",5,"Red neuronal",10
"776","-M9Qfim_m64rR6shkBTw",1,"Robótica",10
"777","-M9Qfim_m64rR6shkBTw",2,"Nuevas tecnologías",10
"778","-M9Qfim_m64rR6shkBTw",3,"Progreso",10
"779","-M9Qfim_m64rR6shkBTw",4,"Avance",10
"780","-M9Qfim_m64rR6shkBTw",5,"Adaptación",10
"781","-M9Uz9HOiWfTVDyBx7I7",1,"Nuevo",10
"782","-M9Uz9HOiWfTVDyBx7I7",2,"Humo",0
"783","-M9Uz9HOiWfTVDyBx7I7",3,"Futuro",7
"784","-M9Uz9HOiWfTVDyBx7I7",4,"Mal usado el termino",0
"785","-M9Uz9HOiWfTVDyBx7I7",5,"Posibilidades nuevas",10
"786","-M9VfydKeIrAH2myA3oV",1,"Robot",6
"787","-M9VfydKeIrAH2myA3oV",2,"Computadora",8
"788","-M9VfydKeIrAH2myA3oV",3,"Virtualidad",6
"789","-M9VfydKeIrAH2myA3oV",4,"Terapéutica",7
"790","-M9VfydKeIrAH2myA3oV",5,"Especialista",8
"791","-M9czmwIOgkbjN6KWFvw",1,"robotica",5
"792","-M9czmwIOgkbjN6KWFvw",2,"Mente",5
"793","-M9czmwIOgkbjN6KWFvw",3,"razonamiento",5
"794","-M9czmwIOgkbjN6KWFvw",4,"cuerpo robotico",5
"795","-M9czmwIOgkbjN6KWFvw",5,"ingenieria en sistemas",5
"796","-M9dEs9nsP-jPp_T037c",1,"dificil",0
"797","-M9dEs9nsP-jPp_T037c",2,"desempleo",0
"798","-M9dEs9nsP-jPp_T037c",3,"neoliberalismo",0
"799","-M9dEs9nsP-jPp_T037c",4,"eurocentrismo",0
"800","-M9dEs9nsP-jPp_T037c",5,"anticomunismo",0
"801","-M9fxKF9aXpaA_3TwrCq",1,"Conciencia",10
"802","-M9fxKF9aXpaA_3TwrCq",2,"Sinapsis",10
"803","-M9fxKF9aXpaA_3TwrCq",3,"Memoria",10
"804","-M9fxKF9aXpaA_3TwrCq",4,"Ciencia",10
"805","-M9fxKF9aXpaA_3TwrCq",5,"Datos",10
"806","-M9ipXxztYY1ekXCvYkL",1,"Información",8
"807","-M9ipXxztYY1ekXCvYkL",2,"Estadísticas",8
"808","-M9ipXxztYY1ekXCvYkL",3,"Política",7
"809","-M9ipXxztYY1ekXCvYkL",4,"Comunicación",5
"810","-M9ipXxztYY1ekXCvYkL",5,"Consumidores",7
"811","-M9k2eP8KzP_ug5AEgi2",1,"Control",2
"812","-M9k2eP8KzP_ug5AEgi2",2,"Superioridad",5
"813","-M9k2eP8KzP_ug5AEgi2",3,"Peligro",1
"814","-M9k2eP8KzP_ug5AEgi2",4,"Automátizacion",4
