"","id","estimulo","tiempo","carrera","edad","medio","medios_cursos","medios_diarios","medios_formacion","medios_sitios","nivel_estudios","sexo","carrera2"
"138","-M9BKedTYGG1PKRicRnv","Inteligencia artificial",1591492191749,"Psicología",26,"Facebook",TRUE,FALSE,FALSE,TRUE,"uni_curso","mujer","Psicología y medicina"
"139","-M9BnQi-0PgH6FOdyVaH","Inteligencia artificial",1591499986076,"Sociología y Política",26,"Grupo de amigues",TRUE,TRUE,TRUE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"140","-M9BrQsf6wjUvhrMyPa-","Inteligencia artificial",1591500918975,"Matemáticas",31,"YouTube",FALSE,TRUE,FALSE,FALSE,"uni_completo","mujer","Física, comput. e ingeniería"
"141","-M9C8yLrZR3FDGy5HL2r","Inteligencia artificial",1591505746256,"Derecho",27,NA,TRUE,FALSE,FALSE,TRUE,"uni_completo","mujer","Sociales y empresariales"
"142","-M9EWwaFeg9LBgl92-d8","Inteligencia artificial",1591545770534,"Otras Humanidades",20,"Amigos que estudian software y programacion",FALSE,FALSE,FALSE,FALSE,"uni_completo","mujer","Humanidades"
"143","-M9EXSkfYgbBkB6bxg7V","Inteligencia artificial",1591545800549,"Otras Ciencias Sociales y empresariales",26,"Ninguno en específico. No me informo sobre el tema",TRUE,TRUE,FALSE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"144","-M9GRVyeExciSeN6GdBj","Inteligencia artificial",1591577895717,"Sociología y Política",22,NA,FALSE,TRUE,FALSE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"145","-M9J1ssfTSBAt_2bUx9z","Inteligencia artificial",1591621343606,"Arte",30,"TN noticias",TRUE,TRUE,TRUE,TRUE,"uni_curso","mujer","Humanidades"
"146","-M9JL7H40q-ix2XYz1AG","Inteligencia artificial",1591626563972,"Ing. Química",27,"Páginas facebook",FALSE,FALSE,FALSE,TRUE,"uni_completo","mujer","Física, comput. e ingeniería"
"147","-M9KH7hg2DRbxopdU9uX","Inteligencia artificial",1591642318174,"Educación",24,"Anuncios",FALSE,TRUE,FALSE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"148","-M9KWIKYfADmr-yPUb6N","Inteligencia artificial",1591646175924,"Historia y Antropología",32,NA,FALSE,FALSE,TRUE,TRUE,"uni_curso","mujer","Humanidades"
"149","-M9LbxnlRFTxvFgQGqBc","Inteligencia artificial",1591664455124,"Otras Ciencias Sociales y empresariales",22,"La nacion, Discovery chanel, telefe jaja",TRUE,TRUE,FALSE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"150","-M9LeLLEMuhEp6RtvS1e","Inteligencia artificial",1591665492211,"Otras Ingenierías",21,NA,FALSE,FALSE,TRUE,FALSE,"uni_curso","mujer","Física, comput. e ingeniería"
"151","-M9PJrGJKTSP7OS_lXDV","Inteligencia artificial",1591726910523,"Medicina",19,NA,FALSE,FALSE,TRUE,FALSE,"uni_curso","mujer","Psicología y medicina"
"152","-M9PRvoYlkBdwLYrx2e_","Inteligencia artificial",1591728400130,"Comunicación y Medios",25,"MasScience, BBC,",TRUE,TRUE,TRUE,FALSE,"uni_curso","mujer","Sociales y empresariales"
"153","-M9QeCwpZuHehoplohmr","Inteligencia artificial",1591749667126,"Economía, Negocios y Administración",29,"Curso de Thurn y NG",FALSE,TRUE,FALSE,TRUE,"uni_completo","otro","Sociales y empresariales"
"154","-M9Qfim_m64rR6shkBTw","Inteligencia artificial",1591749674822,"Educación",19,"Sitios web",FALSE,TRUE,FALSE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"155","-M9Uz9HOiWfTVDyBx7I7","Inteligencia artificial",1591821845629,"Ing. Eléctrica y de la Información",27,NA,TRUE,FALSE,TRUE,TRUE,"uni_completo","varon","Física, comput. e ingeniería"
"156","-M9VfydKeIrAH2myA3oV","Inteligencia artificial",1591833224030,"Psicología",29,"Clarín, PsyCiencia",FALSE,TRUE,FALSE,TRUE,"uni_completo","mujer","Psicología y medicina"
"157","-M9czmwIOgkbjN6KWFvw","Inteligencia artificial",1591972463156,"Otras Humanidades",32,"https://www.salesforce.com/mx/blog/2017/6/Que-es-la-inteligencia-artificial.html",TRUE,FALSE,FALSE,TRUE,"uni_completo","varon","Humanidades"
"158","-M9dEs9nsP-jPp_T037c","Inteligencia artificial",1591977091147,"Historia y Antropología",22,"ninguna no me interesa",FALSE,FALSE,FALSE,FALSE,"posgrado_completo","otro","Humanidades"
"159","-M9fxKF9aXpaA_3TwrCq","Inteligencia artificial",1592022546822,"Física",25,NA,TRUE,TRUE,FALSE,FALSE,"uni_curso","mujer","Física, comput. e ingeniería"
"160","-M9ipXxztYY1ekXCvYkL","Inteligencia artificial",1592071057401,"Economía, Negocios y Administración",31,NA,TRUE,TRUE,FALSE,FALSE,"uni_completo","mujer","Sociales y empresariales"
"161","-M9k2eP8KzP_ug5AEgi2","Inteligencia artificial",1592091349887,"Otras Ciencias Sociales y empresariales",20,NA,FALSE,TRUE,FALSE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"162","-M9k3S17qLMYq8NEqhGd","Inteligencia artificial",1592089158776,"Computación e Informática",36,"Trabajo, vida misma.",FALSE,FALSE,FALSE,TRUE,"uni_curso","varon","Física, comput. e ingeniería"
"163","-M9k6fFUsDBZCdDiH8_B","Inteligencia artificial",1592092455804,"Otras Ciencias Sociales y empresariales",21,"Diarios Clarín, la nación.  Programas como natgeo, discovey, history channel...",FALSE,TRUE,FALSE,FALSE,"uni_curso","mujer","Sociales y empresariales"
"164","-M9kWJhx1QdfUl0Z-QDi","Inteligencia artificial",1592099185528,"Educación",29,"Redes sociales",FALSE,FALSE,FALSE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"165","-M9mv5al3ugA2X9zMdXJ","Inteligencia artificial",1592139406584,"Física",27,NA,TRUE,FALSE,TRUE,TRUE,"uni_completo","mujer","Física, comput. e ingeniería"
"166","-M9o6jO-Vw1_VlgYy2N8","Inteligencia artificial",1592159276116,"Derecho",35,"infobae, colegio de abogados, stack",FALSE,TRUE,TRUE,TRUE,"posgrado_completo","mujer","Sociales y empresariales"
"167","-M9oz-MO85UdUcnbKzNX","Inteligencia artificial",1592174092035,"Otras Humanidades",25,"Instagram",FALSE,TRUE,FALSE,TRUE,"uni_curso","mujer","Humanidades"
"168","-M9yfqavlSJSIDt5M2fM","Inteligencia artificial",1592336901724,"Derecho",33,"Internet",TRUE,TRUE,TRUE,TRUE,"posgrado_curso","mujer","Sociales y empresariales"
"169","-MA-hA3Hxmabxz2VRe3c","Inteligencia artificial",1592370708605,"Psicología",25,NA,FALSE,FALSE,TRUE,TRUE,"uni_curso","mujer","Psicología y medicina"
"170","-MA0KkyZtLDibZCMfSQt","Inteligencia artificial",1592381315926,"Biotecnología",32,NA,FALSE,TRUE,TRUE,FALSE,"uni_curso","mujer","Física, comput. e ingeniería"
"171","-MA1arCkhDKQ7xMOcfaj","Inteligencia artificial",1592403160328,"Economía, Negocios y Administración",29,"Estudie Contabilidad",FALSE,TRUE,FALSE,FALSE,"uni_completo","varon","Sociales y empresariales"
"172","-MA1jGfKPxAs00IYpeJ8","Inteligencia artificial",1592404835374,"Medicina",26,"the time, sciense, clarin",FALSE,TRUE,FALSE,FALSE,"uni_curso","mujer","Psicología y medicina"
"173","-MA5Xz0DhKQ9W9W11_QN","Inteligencia artificial",1592468681242,"Otras Humanidades",36,"Redes sociales tv",FALSE,TRUE,FALSE,FALSE,"uni_curso","mujer","Humanidades"
"174","-MA6F16-Wo1BfNAWEpsy","Inteligencia artificial",1592480521117,"Biología",27,"Facebook, artículos periodísticos",FALSE,TRUE,FALSE,TRUE,"uni_curso","mujer","Física, comput. e ingeniería"
"175","-MA6YvU4jf-qKST7p-FJ","Inteligencia artificial",1592485646754,"Educación",25,"YouTube",TRUE,TRUE,FALSE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"176","-MA6nmKBZqCOCsdppkTq","Inteligencia artificial",1592489993259,"Psicología",26,NA,FALSE,TRUE,FALSE,TRUE,"posgrado_curso","mujer","Psicología y medicina"
"177","-MA6ntXunepRS-LEXD9_","Inteligencia artificial",1592489870450,"Otras Humanidades",28,"Página 12 Facebook",FALSE,TRUE,TRUE,TRUE,"uni_curso","mujer","Humanidades"
"178","-MA7ZY4NFU1XEhDm8VsB","Inteligencia artificial",1592502849264,"Economía, Negocios y Administración",20,NA,TRUE,FALSE,FALSE,TRUE,"uni_curso","varon","Sociales y empresariales"
"179","-MA9Ncy2JAxQ25OmA4ps","Inteligencia artificial",1592533114279,"Comunicación y Medios",38,"lugar de trabajo IBM",TRUE,TRUE,FALSE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"180","-MH3YRdLAvMcdgwwJrBV","Inteligencia artificial",1599951452211,"Computación e Informática",32,"Sitios varios internet",FALSE,FALSE,TRUE,FALSE,"uni_curso","varon","Física, comput. e ingeniería"
"181","-MH3ZgbzWw7N5CRf4Zb1","Inteligencia artificial",1599951809333,"Computación e Informática",35,NA,FALSE,TRUE,FALSE,TRUE,"uni_curso","varon","Física, comput. e ingeniería"
"182","-MH8d5tcMhm50fRDcXrD","Inteligencia artificial",1600036731342,"Psicología",27,"infobae,clarìn, la naciòn, crònica,noticieros,",FALSE,TRUE,FALSE,FALSE,"uni_curso","mujer","Psicología y medicina"
"183","-MISOjR8AykfHLjmjIXV","Inteligencia artificial",1601441797956,"Psicología",29,"muy interesante,telesur tecnologia",TRUE,FALSE,FALSE,FALSE,"uni_curso","mujer","Psicología y medicina"
"184","-MIa5AlkuV8fI-MXTLQZ","Inteligencia artificial",1601588112472,"Psicología",29,"muy interesante,telesur tecnologia",TRUE,TRUE,FALSE,TRUE,"uni_curso","mujer","Psicología y medicina"
"185","-MKBEYtuexJjnjsc-ZCb","Inteligencia artificial",1603301821505,"Ing. Eléctrica y de la Información",22,"Google",FALSE,FALSE,FALSE,TRUE,"uni_curso","varon","Física, comput. e ingeniería"
"186","-MKCn3oI0Tf1qKyXvEZ2","Inteligencia artificial",1603327843336,"Comunicación y Medios",38,"IBM",TRUE,TRUE,FALSE,FALSE,"uni_curso","mujer","Sociales y empresariales"
"187","-MKD0P4C0TA-bGd5jytp","Inteligencia artificial",1603331573111,"Educación",58,"Internet",FALSE,FALSE,FALSE,TRUE,"uni_completo","mujer","Sociales y empresariales"
"188","-MKbJ5Ed5jR7iiuGHar5","Inteligencia artificial",1603755682891,"Educación",52,"Tecnoética",TRUE,FALSE,FALSE,FALSE,"uni_completo","mujer","Sociales y empresariales"
"189","-MKfP174lGReLtLxzj4S","Inteligencia artificial",1603824203840,"Psicología",54,"Investigación y ciencia España",FALSE,TRUE,FALSE,TRUE,"uni_curso","mujer","Psicología y medicina"
"190","-ML85E5fIDScNVa43NZp","Inteligencia artificial",1604320367614,"Sociología y Política",28,"El Gato y la Caja",TRUE,FALSE,FALSE,TRUE,"posgrado_curso","varon","Sociales y empresariales"
"191","-MLOCWpsq5zcw_B4ekjx","Inteligencia artificial",1604593041830,"Sociología y Política",49,"youtube",TRUE,FALSE,FALSE,FALSE,"uni_curso","varon","Sociales y empresariales"
"192","-MLSwNTv-pwfEi4pbLcC","Inteligencia artificial",1604672281042,"Computación e Informática",34,NA,FALSE,TRUE,TRUE,FALSE,"uni_completo","mujer","Física, comput. e ingeniería"
"193","-MLYI3-4DIiw96l6YXh6","Inteligencia artificial",1604762326656,"Otras Médicas y de la Salud",52,"internet",TRUE,TRUE,FALSE,TRUE,"uni_completo","mujer","Psicología y medicina"
"194","-MLj75YRdF8OayI_YSYk","Inteligencia artificial",1604960644809,"Economía, Negocios y Administración",62,"Experiencia Personal",FALSE,FALSE,FALSE,FALSE,"uni_completo","mujer","Sociales y empresariales"
"195","-MLjFdh7FZ9HXdG4kn72","Inteligencia artificial",1604962910147,"Sociología y Política",44,"Página 12. Alta data",FALSE,TRUE,FALSE,FALSE,"uni_completo","varon","Sociales y empresariales"
"196","-MLzWVMlaghBvoodHU0o","Inteligencia artificial",1605235825092,"Psicología",24,"Neurotransmitiendo (página de instagram)",FALSE,FALSE,FALSE,TRUE,"uni_curso","mujer","Psicología y medicina"
"197","-MLzxLu_plxUcwg2yan3","Inteligencia artificial",1605243092230,"Comunicación y Medios",58,"RED SOCIAL",TRUE,FALSE,FALSE,FALSE,"posgrado_completo","mujer","Sociales y empresariales"
"198","-MM0WgNNTWZX7RxcRr9t","Inteligencia artificial",1605269330450,"Derecho",62,"The lancet",FALSE,TRUE,FALSE,FALSE,"posgrado_curso","mujer","Sociales y empresariales"
"199","-MM1BFTeXDsl45QJu9wV","Inteligencia artificial",1605280123092,"Sociología y Política",40,"Revistas de ciencia, papers, artículos periodísticos",TRUE,TRUE,FALSE,TRUE,"posgrado_completo","mujer","Sociales y empresariales"
"200","-MM3I4Xnq8cheDO8b4Sm","Inteligencia artificial",1605315945335,"Ciencias de la Salud",69,"Clarín",FALSE,TRUE,FALSE,FALSE,"uni_completo","varon","Psicología y medicina"
"201","-MM61YpZeQIAbLmBkGrN","Inteligencia artificial",1605361642474,"Computación e Informática",47,"UTN FRT",FALSE,TRUE,TRUE,FALSE,"posgrado_completo","mujer","Física, comput. e ingeniería"
"202","-MM86Yjoq_113AlNA7Hv","Inteligencia artificial",1605396626644,"Economía, Negocios y Administración",60,NA,TRUE,FALSE,FALSE,TRUE,"posgrado_completo","varon","Sociales y empresariales"
"203","-MME3kIEABvjGHIETyez","Inteligencia artificial",1605496668279,"Lengua y Literatura",49,"YouTube",FALSE,FALSE,FALSE,TRUE,"uni_completo","mujer","Humanidades"
"204","-MNUEENLcQ_awqZFC8rV","Inteligencia artificial",1606841248131,"Psicología",58,"Youtube",FALSE,TRUE,FALSE,FALSE,"uni_curso","mujer","Psicología y medicina"
"205","-MO44uJ7Wrqe4QAlSNUm","Inteligencia artificial",1607475447362,"Educación",56,"Internet (diarios, investigaciones, libros, etc)",TRUE,TRUE,FALSE,TRUE,"uni_completo","mujer","Sociales y empresariales"
"206","-MO45KPcOZowG1uKAUMA","Inteligencia artificial",1607476786996,"Urbanismo, Geografía y Arquitectura",54,"Redes y noticias",FALSE,TRUE,FALSE,FALSE,"uni_curso","mujer","Sociales y empresariales"
"207","-MO4BCVbTt84raAy3Qcs","Inteligencia artificial",1607478179610,"Computación e Informática",38,"Unlp",TRUE,TRUE,TRUE,TRUE,"uni_curso","varon","Física, comput. e ingeniería"
"208","-MO50TVHcm_tZjzBvbj-","Inteligencia artificial",1607492211787,"Psicología",76,"fuentes propias y varias",TRUE,FALSE,FALSE,FALSE,"uni_completo","mujer","Psicología y medicina"
"209","-MO84LCOOy-36W6ija_B","Inteligencia artificial",1607544506531,"Otras Naturales y Exactas",25,"Gloogle news",FALSE,FALSE,FALSE,TRUE,"uni_completo","mujer","Física, comput. e ingeniería"
"210","-MO8QTOjcb08SIK8g7fx","Inteligencia artificial",1607549467289,"Economía, Negocios y Administración",34,"Internet",TRUE,TRUE,FALSE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"211","-MOAxyBAuPqM0VyZAqKM","Inteligencia artificial",1607591727248,"Sociología y Política",34,"Comunidad R , stack overflow, github",TRUE,FALSE,TRUE,TRUE,"posgrado_completo","mujer","Sociales y empresariales"
"212","-MOBPk_BX3Ws5dVzyWWn","Inteligencia artificial",1607599354959,"Educación",44,"Facebook, UNED",TRUE,TRUE,TRUE,TRUE,"posgrado_curso","varon","Sociales y empresariales"
"213","-MOCEZNXV-DoYjWASg-S","Inteligencia artificial",1607608747563,"Economía, Negocios y Administración",44,"EduCaixa",TRUE,TRUE,FALSE,TRUE,"uni_completo","varon","Sociales y empresariales"
"214","-MOEaPDOe2Wi94EYyA9c","Inteligencia artificial",1607652946092,"Economía, Negocios y Administración",26,NA,TRUE,TRUE,FALSE,TRUE,"uni_completo","mujer","Sociales y empresariales"
"215","-MOHGLVU4javceRkhAEB","Inteligencia artificial",1607697760717,"Agricultura",57,"posgrado",TRUE,TRUE,TRUE,TRUE,"posgrado_completo","varon","Agrícolas"
"216","-MOHHBTx268AKZ_vK8K1","Inteligencia artificial",1607698013149,"Veterinarias",41,"youtube",FALSE,FALSE,FALSE,TRUE,"uni_completo","varon","Agrícolas"
"217","-MOI_T_wGnPwAbuTr_Fc","Inteligencia artificial",1607719739768,"Educación",29,NA,FALSE,FALSE,TRUE,FALSE,"uni_completo","varon","Sociales y empresariales"
"218","-MOJA5-IyI0Cq2Yvnoeg","Inteligencia artificial",1607729799326,"Otras Humanidades",23,"No tengo una página específica.",FALSE,FALSE,TRUE,TRUE,"uni_curso","varon","Humanidades"
"219","-MOLvQ6Rf_0nzH1A5MKR","Inteligencia artificial",1607775870719,"Historia y Antropología",45,"El destape pagina 12",FALSE,FALSE,TRUE,TRUE,"uni_completo","mujer","Humanidades"
"220","-MOMbebly0EmxgxFiqac","Inteligencia artificial",1607787523453,"Arte",44,"canal tecnologico de aire",FALSE,TRUE,FALSE,FALSE,"uni_curso","mujer","Humanidades"
"221","-MONEbzA-Jlym0UvY54j","Inteligencia artificial",1607798086812,"Historia y Antropología",58,"Internet",FALSE,TRUE,FALSE,TRUE,"uni_completo","mujer","Humanidades"
"222","-MONQ0F5dkFkOm8rP-yC","Inteligencia artificial",1607800916019,"Computación e Informática",19,"YouTube - ""AprendeIA con Ligdi Gonzalez""",FALSE,FALSE,FALSE,TRUE,"uni_curso","varon","Física, comput. e ingeniería"
"223","-MONwkLMxD4lF2rZfmfN","Inteligencia artificial",1607808878332,"Otras Ingenierías",43,"Dialnet, IATED, congresos TEDx",TRUE,FALSE,TRUE,TRUE,"uni_completo","mujer","Física, comput. e ingeniería"
"224","-MOUie1lS4spfUxXwR06","Inteligencia artificial",1607923470133,"Filosofía y Religión",49,"YouTube",TRUE,FALSE,FALSE,TRUE,"uni_completo","mujer","Humanidades"
"225","-MOV9pskfCm-iDmC3hc4","Inteligencia artificial",1607931099603,"Educación",31,NA,FALSE,FALSE,TRUE,FALSE,"uni_curso","mujer","Sociales y empresariales"
"226","-MOWW1PozslL7zQ3Uu5m","Inteligencia artificial",1607953566834,"Comunicación y Medios",42,"Google",TRUE,TRUE,TRUE,TRUE,"uni_completo","varon","Sociales y empresariales"
"227","-MOXhP4FlGqK77DBvz40","Inteligencia artificial",1607973479867,"Medicina",53,NA,FALSE,TRUE,FALSE,FALSE,"posgrado_curso","mujer","Psicología y medicina"
"228","-MOYSg15dAwtcKT9jwb-","Inteligencia artificial",1607985644245,"Turismo, Eventos y Gastronomía",58,"Internet .",FALSE,FALSE,FALSE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"229","-MO_9xneLt__gTFU_46U","Inteligencia artificial",1608014969080,"Matemáticas",38,"Youtube, facebook,",TRUE,FALSE,FALSE,TRUE,"uni_completo","varon","Física, comput. e ingeniería"
"230","-MOd4tdpZfpdFSlywxdQ","Inteligencia artificial",1608080782997,"Computación e Informática",41,"Utn",TRUE,FALSE,TRUE,FALSE,"uni_curso","mujer","Física, comput. e ingeniería"
"231","-MOfWTrBF6boTpmNPSv5","Inteligencia artificial",1608121458716,"Computación e Informática",40,"FACULTAD DE INGENIERIA",FALSE,FALSE,TRUE,TRUE,"uni_curso","mujer","Física, comput. e ingeniería"
"232","-MOgqe6EI9T4o52g0oXQ","Inteligencia artificial",1608143861740,"Sociología y Política",25,"Wikipedia",FALSE,FALSE,FALSE,TRUE,"uni_curso","varon","Sociales y empresariales"
"233","-MOhMYZ-m8Uf7ky4MVlJ","Inteligencia artificial",1608152215252,"Comunicación y Medios",48,"YouTube",TRUE,TRUE,TRUE,TRUE,"posgrado_curso","mujer","Sociales y empresariales"
"234","-MOic79KVG1CC3Ibn8Ss","Inteligencia artificial",1608173615835,"Biología",40,"Flacso",TRUE,FALSE,FALSE,FALSE,"uni_completo","mujer","Física, comput. e ingeniería"
"235","-MOpsxdwhjYJv26Z-LMR","Inteligencia artificial",1608295365892,"Educación",51,"youtube",TRUE,FALSE,TRUE,TRUE,"posgrado_curso","mujer","Sociales y empresariales"
"236","-MOsVmvcw5WBmwoSB-aB","Inteligencia artificial",1608339005615,"Urbanismo, Geografía y Arquitectura",52,"Web , Google académico,",TRUE,FALSE,FALSE,FALSE,"uni_completo","mujer","Sociales y empresariales"
"237","-MOyXrvJ1mL5fnXfpHbD","Inteligencia artificial",1608438515310,"Educación",36,NA,FALSE,FALSE,FALSE,TRUE,"uni_completo","varon","Sociales y empresariales"
"238","-MP0JfUkhCLye9ojZooh","Inteligencia artificial",1608487108924,"Educación",56,"Sistema Nacional de Repositorios Digitales",TRUE,FALSE,TRUE,FALSE,"posgrado_completo","mujer","Sociales y empresariales"
"239","-MP25kaF20LiPNuU9RmD","Inteligencia artificial",1608517106028,"Educación",57,"Red",FALSE,FALSE,FALSE,TRUE,"uni_curso","mujer","Sociales y empresariales"
"240","-MP2NvbjNPxfczRGLSe6","Inteligencia artificial",1608521734490,"Otras Naturales y Exactas",53,"Internet,  documentos",FALSE,FALSE,TRUE,TRUE,"uni_curso","mujer","Física, comput. e ingeniería"
"241","-MP3pCIMRwYub8ayM8i2","Inteligencia artificial",1608546111641,"Otras Ingenierías",28,"La nación",TRUE,FALSE,FALSE,FALSE,"uni_curso","varon","Física, comput. e ingeniería"
"242","-MP5ieLpJ4j9qSa7xBNt","Inteligencia artificial",1608577830224,"Educación",65,"RepositorioUnq y unsl",TRUE,FALSE,TRUE,FALSE,"uni_completo","mujer","Sociales y empresariales"
"243","-MRczFdeoTWFNy71EtBN","Inteligencia artificial",1611299971464,"Comunicación y Medios",34,"Redes sociales",FALSE,TRUE,FALSE,FALSE,"uni_completo","mujer","Sociales y empresariales"
"244","-MRdbpMqNtMTvlaMaXT-","Inteligencia artificial",1611310604477,"Sociología y Política",27,"no sigo nada específico, diversas fuentes",TRUE,FALSE,FALSE,FALSE,"posgrado_completo","mujer","Sociales y empresariales"
"245","-MRjZQw_aIQ7FRVcxb2j","Inteligencia artificial",1611410466877,"Física",62,"Epistemología.",TRUE,FALSE,TRUE,FALSE,"posgrado_completo","varon","Física, comput. e ingeniería"
"246","-MRl6ZGphEBvNfHAH_Pz","Inteligencia artificial",1611436297922,"Psicología",30,"YouTube",TRUE,TRUE,FALSE,TRUE,"uni_curso","varon","Psicología y medicina"
"247","-MRm88GK_xU2l_RGxmYy","Inteligencia artificial",1611453670310,"Comunicación y Medios",56,"Página 12",TRUE,TRUE,FALSE,FALSE,"posgrado_curso","mujer","Sociales y empresariales"
"248","-MRp8oQfuX-jC7hPMgvF","Inteligencia artificial",1611504335691,"Ciencias de la Salud",30,"Dot CSV, Big Data Sports, Analitica Sports",TRUE,TRUE,FALSE,TRUE,"uni_completo","varon","Psicología y medicina"
"249","-MRqsrFkSCy0f5riToqR","Inteligencia artificial",1611533207055,"Otras Médicas y de la Salud",41,"Internet, diferentes plataformas",FALSE,TRUE,TRUE,FALSE,"uni_curso","mujer","Psicología y medicina"
"250","-MRtNpdQfYgOUvhTXlio","Inteligencia artificial",1611575193686,"Economía, Negocios y Administración",45,"Infobae",FALSE,TRUE,FALSE,TRUE,"uni_completo","mujer","Sociales y empresariales"
"251","-MRwaYS7xX5coEJksQsP","Inteligencia artificial",1611629202848,"Computación e Informática",23,"Linkedin",TRUE,FALSE,TRUE,FALSE,"posgrado_curso","mujer","Física, comput. e ingeniería"
"252","-MRx-q0Ge_tHyLNtwlTA","Inteligencia artificial",1611636021546,"Ciencias de la Salud",26,NA,FALSE,TRUE,FALSE,TRUE,"uni_curso","mujer","Psicología y medicina"
"253","-MS-TcgupOGEvb1eO8mn","Inteligencia artificial",1611694306934,"Psicología",24,"Coursera",TRUE,FALSE,FALSE,TRUE,"uni_curso","mujer","Psicología y medicina"
"254","-MS0bJtlJowjcBq-nJRy","Inteligencia artificial",1611713415560,"Lengua y Literatura",36,"Twitter",FALSE,TRUE,TRUE,TRUE,"uni_curso","mujer","Humanidades"
"255","-MS2u0G6zHD0HLiitqHI","Inteligencia artificial",1611751833116,"Derecho",29,"Youtube",TRUE,FALSE,TRUE,TRUE,"uni_curso","varon","Sociales y empresariales"
"256","-MS2ucfY8ahlDfAtnUOv","Inteligencia artificial",1611751969810,"Sociología y Política",38,"Infotechnology,  Harari , Cristóbal Cobo",TRUE,TRUE,FALSE,TRUE,"posgrado_completo","mujer","Sociales y empresariales"
"257","-MS3-NGvjedK31Y2-Pm1","Inteligencia artificial",1611753305651,"Ing. Eléctrica y de la Información",64,NA,FALSE,TRUE,TRUE,FALSE,"posgrado_curso","varon","Física, comput. e ingeniería"
"258","-MS3Q4UdbHEJF8oW4N_n","Inteligencia artificial",1611760486443,"Educación",20,"Página oficial de la facultad, Google Académico",FALSE,FALSE,TRUE,FALSE,"uni_curso","varon","Sociales y empresariales"
"259","-MS4tIHsm8l4EX75DqIA","Inteligencia artificial",1611785202338,"Economía, Negocios y Administración",25,"YouTube",TRUE,TRUE,TRUE,TRUE,"uni_curso","varon","Sociales y empresariales"
