Timestamp,Primera palabra,Segunda palabra,Tercera palabra,Cuarta palabra,Quinta palabra,"Para trámites cotidianos, prefiero interactuar con un sistema de Inteligencia Artificial, antes que con un ser humano",Me pone incómodo pensar en los usos futuros de la Inteligencia Artificial,La Inteligencia Artificial puede tener impactos positivos en el bienestar de las personas,Las personas como yo sufrirán si la Inteligencia Artificial se usa cada vez más,La Inteligencia Artificial podría tomar el control de las personas,Un sistema con Inteligencia Artificial podría ser mejor que un trabajador humano en muchas tareas rutinarias,Los sistemas de Inteligencia Artificial pueden ayudar a las personas a sentirse más felices,La Inteligencia Artificial es emocionante,Creo que la Inteligencia Artificial es peligrosa,La Inteligencia Artificial puede brindar nuevas oportunidades económicas para la sociedad,Hay muchas aplicaciones beneficiosas de la Inteligencia Artificial,Los sistemas de Inteligencia Artificial pueden desempeñarse mejor que los seres humanos,La Inteligencia Artificial me parece siniestra,Me asombra lo que la Inteligencia Artificial puede hacer,La inteligencia artificial se utiliza para espiar a las personas,Gran parte de la sociedad se beneficiará de un futuro lleno de Inteligencia Artificial,Me gustaría utilizar Inteligencia Artificial en mi propio trabajo,¿Del 1 al 10 cómo calificaría su conocimiento sobre Inteligencia Artificial?,¿Del 1 al 10 cómo calificaría su experiencia sobre Inteligencia Artificial?,"Instagram, Facebook, Twitter, TikTok y similares","Youtube, Netflix, Spotify y similares","PedidosYa, Uber, MercadoLibre y similares","Chat-GPT, Dall-E, Bard y similares",Asistentes virtuales,Robots y artefactos automatizados,Soy el alma de las fiestas,Empatizo con lo que sienten los demás,Hago mis tareas de inmediato,Tengo cambios frecuentes en mi estado de ánimo,Tengo una gran imaginación,No suelo hablar mucho,No me interesan mucho los problemas de los demás,Usualmente me olvido de volver a guardar las cosas en su lugar,Suelo estar relajado/a la mayor parte del tiempo,No me interesan las ideas abstractas,Hablo con muchas personas diferentes en las fiestas,Puedo sentir las emociones que sienten los demás,Me gusta el orden,Me enojo fácilmente,Tengo dificultad para entender ideas abstractas,No me gusta llamar la atención,No me interesan realmente los demás,Soy algo desordenado/a,Raras veces me siento triste,No tengo una buena imaginación,Edad (años),Género,Máximo nivel de estudio (completo o en curso),¿Cuál de las siguientes opciones describe mejor su principal actividad u ocupación?
4/19/2024 13:11:51,herramienta,creatividad,información,optimización,big data,3,1,5,1,1,3,4,5,2,5,5,3,1,4,4,4,5,6,7,3,4,4,4,4,4,3,5,5,4,5,3,1,3,1,1,4,5,5,3,1,3,1,5,4,1,60,Mujer,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
4/19/2024 13:15:10,desarrollo,evolución,soluciones,peligro,desafio,1,4,5,3,4,4,3,3,5,5,5,5,4,5,3,3,3,4,8,4,4,2,2,1,1,3,4,3,4,5,3,2,1,2,2,3,3,5,2,3,4,2,2,3,1,39,Varón,Universitario o terciario,Ocupado/a en administración o gestión
4/19/2024 13:44:11,Actualidad,Desinteligencia,Miedo,Mentira ,Control ,2,2,2,2,1,3,1,1,3,2,5,1,3,2,3,3,1,1,1,4,4,2,1,1,1,1,5,3,2,4,1,5,1,3,1,4,5,2,4,1,1,5,3,3,5,47,Mujer,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/19/2024 13:50:22,Inteligencia,Utilidad,Modelo,Conveniencia,Rentabilidad,4,5,3,3,4,4,1,1,2,4,4,4,2,4,5,1,2,4,4,4,4,3,2,3,1,1,4,4,4,5,3,1,1,2,1,2,4,5,4,1,3,3,1,3,1,32,Varón,Universitario o terciario,Ocupado/a en administración o gestión
4/19/2024 14:10:34,Agilidad ,Resolución ,Sesgos,Facilidad,Regulación ,1,4,3,3,4,1,2,3,4,3,5,1,2,5,4,1,4,6,7,4,4,3,4,3,3,4,2,5,4,3,4,4,4,2,2,4,2,5,5,1,3,4,1,2,3,29,Mujer,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/19/2024 14:11:31,ordenadores,maquina,calculo,transhumano,rapidez,4,5,5,1,4,3,3,3,3,4,3,1,4,4,5,1,4,2,1,2,3,1,1,2,2,1,5,3,3,2,3,1,1,4,1,3,3,3,3,3,5,1,3,2,3,57,Varón,Universitario o terciario,Ocupado/a en servicios de salud
4/19/2024 14:39:13,Automatización,Promt,Agilidad,Innovación ,Eficiencia,5,1,5,1,1,5,5,5,2,5,5,4,1,5,2,5,5,5,6,4,4,3,3,3,4,1,5,3,4,5,4,1,1,2,3,1,4,5,3,1,4,1,2,2,1,41,Mujer,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/19/2024 14:39:31,Chatbot,Modelo,Espejo,Educación,Velocidad,3,2,4,3,3,4,3,5,3,5,4,3,2,5,3,4,5,7,7,3,4,2,4,3,3,1,5,4,2,3,5,1,1,3,1,2,4,3,2,1,5,2,2,1,3,30,Varón,Universitario o terciario,Entre trabajos o buscando empleo
4/19/2024 14:54:56,Aprendizaje automático ,Imágenes creadas,Bots,Automatización ,Robot,3,4,5,1,1,5,4,5,4,5,5,5,2,5,5,3,5,7,9,4,4,2,4,4,1,2,2,3,2,4,2,2,5,2,4,5,4,4,1,1,2,1,4,2,5,23,Varón,Universitario o terciario,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/19/2024 15:02:04,Internet,Robótico,Auonomía,Algoritmos,Retroalimentación,1,1,3,1,1,4,1,3,1,3,4,1,1,1,1,3,3,7,8,4,4,2,3,1,3,3,4,3,1,3,2,3,2,3,5,5,3,5,4,5,5,2,2,1,3,28,Mujer,Universitario o terciario,Ocupado/a en matemáticas o computación
4/19/2024 15:12:52,Futuro,Eficiencia ,Digitalización ,Inseguridad ,Aislación ,2,1,4,2,1,5,5,5,5,5,5,5,1,5,3,5,5,7,9,4,4,2,3,3,4,3,5,5,3,4,2,1,1,4,2,4,5,5,3,1,3,4,1,4,1,34,Varón,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/19/2024 15:15:18,Avance,Facilidad,Posibilidad,Regulación ,Progreso,3,1,5,1,4,5,3,5,4,5,5,1,1,5,3,2,5,7,7,4,4,2,3,2,1,3,5,4,3,4,2,1,1,4,1,4,3,5,3,2,4,1,2,2,1,24,Varón,Universitario o terciario,Estudiante
4/19/2024 15:54:48,Novedad,Internet,Robot,Global,Raro,1,4,4,1,3,3,2,2,3,3,4,3,2,4,2,3,5,5,8,4,4,4,2,1,1,1,5,4,5,5,2,1,2,1,1,2,3,5,4,1,5,1,5,1,1,22,Mujer,Universitario o terciario,"Ocupado/a en bibliotecas, educación o capacitación"
4/19/2024 16:09:37,Tecnología ,Desarrollo,Posibilidades ,Soluciones,Oportunidad ,3,3,5,1,2,5,3,4,2,5,4,5,1,4,5,3,4,4,4,4,4,3,3,2,2,3,5,1,3,4,1,1,3,2,1,4,4,3,3,2,2,1,5,2,2,33,Varón,Universitario o terciario,Ocupado/a en administración o gestión
4/19/2024 16:24:41,Tecnología ,Software ,Big data,Ilustraciones ,Predicción ,4,4,5,2,3,4,3,4,4,5,5,2,2,5,4,4,4,6,8,4,4,2,2,3,1,3,4,3,2,4,3,1,3,4,1,2,3,3,2,1,4,1,4,4,2,28,Varón,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/19/2024 16:48:17,Tecnologia,Poder,Personas,Informacion,Riesgos,1,5,4,4,4,4,3,3,5,4,5,1,3,3,5,3,2,2,1,4,4,4,1,3,3,1,3,4,4,3,3,1,1,1,1,3,3,4,2,1,3,1,1,1,1,44,Mujer,Universitario o terciario,Ocupado/a en operaciones comerciales o financieras
4/19/2024 17:12:06,tecnología,computadora,robot,análisis de datos,futuro,4,5,5,5,1,2,3,5,3,5,5,1,1,3,4,4,5,7,7,1,3,2,3,3,4,3,4,4,1,3,1,3,2,1,4,4,2,5,1,1,3,2,1,1,1,55,Mujer,Posgrado,Ocupado/a en administración o gestión
4/19/2024 18:03:51,computadora,mente,automático,rapidez,datos,2,4,4,2,2,3,3,4,3,4,5,2,3,5,2,3,4,7,8,4,4,2,3,3,1,2,4,3,2,3,2,2,1,3,2,3,3,4,4,2,5,1,2,2,2,37,Varón,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/19/2024 18:05:09,Probabilidad ,Prediccion,Actualidad,Maquina,Asistente,3,1,5,1,1,4,3,5,2,5,5,4,1,5,2,4,5,9,8,4,4,2,4,3,2,3,4,4,2,4,1,3,4,2,2,3,2,4,2,2,2,1,2,3,2,23,Varón,Universitario o terciario,Estudiante
4/19/2024 19:06:49,DESUMANIZACION,MIEDO,DESEMPLEO,AUTIMATIZACION,FALTA DE RAZONAMIENTO,1,5,2,5,5,1,1,1,5,1,1,1,5,5,3,1,1,1,1,4,3,4,1,1,1,1,5,3,3,3,5,3,3,3,5,3,4,3,3,5,5,3,3,3,3,55,Mujer,Universitario o terciario,Estudiante
4/19/2024 20:42:06,Robots ,Chatbots,Programación ,Prompts,Research,1,2,3,3,1,3,1,3,2,4,3,1,2,3,3,3,2,7,6,4,4,2,3,2,1,2,5,5,3,4,1,1,1,3,3,3,4,5,3,2,4,1,1,3,2,52,Mujer,Universitario o terciario,Entre trabajos o buscando empleo
4/19/2024 22:41:32,Artificial,Manipulacion,Miedo,Increible,Inentendible,1,4,3,4,4,2,3,4,3,3,3,2,3,4,4,3,3,8,8,4,4,4,2,2,1,5,5,4,4,4,1,1,1,2,2,5,5,5,3,2,2,1,1,1,1,56,Mujer,Universitario o terciario,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/19/2024 22:54:07,chatgpt,robot,escribir ,programar,rapidez,1,4,3,3,4,3,1,3,4,5,3,2,3,4,3,1,3,5,5,3,3,2,2,2,1,1,4,3,2,3,2,1,3,2,2,3,3,3,2,2,4,1,3,2,3,39,Varón,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/19/2024 23:04:05,computadora,ficcion,dominacion,reemplazo,peligro,2,5,2,5,5,1,1,2,5,1,3,1,5,5,1,1,1,5,6,4,4,2,1,1,1,4,5,4,1,2,4,1,5,1,1,3,5,5,1,1,4,1,1,1,5,22,Mujer,Universitario o terciario,Estudiante
4/19/2024 23:16:59,Automatización,Peligro,Masividad,Terminator,Ayuda ,3,4,4,4,4,4,1,2,4,4,4,2,4,3,2,2,5,5,6,4,4,2,2,3,3,3,4,5,4,4,3,1,4,1,4,3,4,5,5,4,4,1,2,2,1,62,Varón,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/19/2024 23:26:00,Actualidad,Poderoso,Aplicabilidad,Solución,Problema,2,1,5,2,1,3,2,4,3,4,4,2,1,4,4,4,5,4,4,4,4,2,3,4,2,2,5,2,3,2,2,1,4,2,2,4,4,4,1,2,5,1,2,2,2,27,Mujer,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/19/2024 23:58:12,Trabajo,Tecnología,Lenguaje,Herramienta,Útil,2,2,4,2,1,5,2,4,2,3,5,1,2,5,1,2,5,4,7,4,4,2,3,1,1,1,5,2,4,4,5,1,4,2,1,1,5,3,1,1,5,1,4,2,2,20,Mujer,Universitario o terciario,Estudiante
4/20/2024 8:10:57,Oportunidad,Responsabilidad,Estudiantes,Rol docente,Barrera,3,1,5,1,1,4,1,5,5,1,5,1,3,5,3,2,5,6,8,2,4,2,2,2,4,4,5,5,1,4,1,1,4,5,1,5,5,5,1,1,4,1,1,1,1,45,Mujer,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
4/20/2024 11:27:08,Practicidad,Ahorro de tiempo ,Sistematización ,Automatizacion,Limites,5,3,5,1,1,5,3,4,1,5,5,5,1,5,3,3,5,6,6,4,4,4,4,4,1,4,4,4,3,4,2,4,2,3,2,3,4,4,2,2,3,3,1,3,2,49,Varón,Universitario o terciario,Ocupado/a en administración o gestión
4/20/2024 12:40:49,Tecnología,Datos,Internet,Control,Robotica,2,4,4,4,4,3,3,5,4,4,3,2,3,4,5,3,4,4,7,4,4,1,3,2,2,2,5,3,4,4,2,2,4,2,1,4,4,4,5,2,4,2,5,2,2,27,Varón,Universitario o terciario,Entre trabajos o buscando empleo
4/20/2024 13:24:48,Futuro,Ciencia-ficción,Tecnología ,Avances,Robot,2,3,5,4,5,1,3,4,5,5,4,2,5,4,4,3,2,2,1,4,4,4,1,2,1,3,5,3,3,4,1,3,1,3,2,2,5,5,4,1,3,3,1,2,1,33,Mujer,Universitario o terciario,Ocupado/a en servicios de salud
4/20/2024 13:45:56,Modernidad,Computadora,Máquinas ,No humano,Desempleo,3,4,4,2,3,4,3,3,3,4,4,3,2,4,3,2,4,3,3,4,4,4,3,3,2,4,4,2,1,4,4,1,2,3,4,4,4,5,1,2,4,1,1,5,2,37,Varón,Posgrado,Ocupado/a en legales
4/20/2024 14:05:50,Información ,Ayuda,Contenido,Aliado,Generar,2,1,5,2,1,4,4,4,1,5,5,3,1,5,1,5,5,4,4,4,4,2,2,2,2,3,5,5,1,5,1,1,1,1,1,5,5,5,1,1,4,1,3,3,1,48,Mujer,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
4/20/2024 14:06:37,Automatizacion,Resolucion,Maquina,Rapidez,Comodidad,4,1,4,1,1,4,3,4,2,5,5,4,1,4,1,5,5,8,7,1,2,3,2,2,1,1,5,4,1,3,4,5,3,2,2,4,5,5,1,2,5,1,1,4,3,39,Mujer,Universitario o terciario,Ocupado/a en operaciones comerciales o financieras
4/20/2024 14:26:14,Robot,Futuro,Cambios,Invensión,Dinero ,1,3,5,1,5,5,1,5,5,5,5,5,5,5,5,3,5,2,2,4,4,3,1,1,1,5,3,5,3,5,1,2,1,1,1,4,3,5,1,1,1,1,1,1,1,46,Varón,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/20/2024 16:02:13,CHATGPT,Datos personales,OPEN AI,Imágenes ,Programación ,2,3,4,2,4,3,4,4,4,4,4,2,1,4,3,3,4,8,8,4,4,3,4,3,2,3,4,3,4,5,4,3,4,2,4,3,2,3,4,1,3,1,4,3,1,25,Mujer,Posgrado,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/20/2024 19:23:45,Trabajo,Tiempo,Peligro,Descubrimiento,Solución ,2,5,4,5,3,3,1,4,4,2,5,2,1,4,2,3,5,6,7,4,3,2,2,2,1,1,4,4,3,2,2,1,3,2,1,1,3,5,4,1,4,1,2,3,4,24,Mujer,Universitario o terciario,"Ocupado/a en bibliotecas, educación o capacitación"
4/20/2024 22:06:27,Facil,Avance,Futuro,Desempleo,Libertad,4,1,2,4,3,2,3,1,4,2,1,1,4,1,4,2,2,9,7,4,4,2,2,2,3,3,5,5,2,5,1,1,1,5,1,5,5,4,1,1,1,1,1,4,1,65,Varón,Posgrado,Ocupado/a en administración o gestión
4/21/2024 9:13:26,Tecnología ,Curiosidad,Herramienta ,Información ,Interacción ,3,1,4,1,2,3,4,5,2,4,4,2,1,4,3,4,3,5,7,4,4,3,2,2,2,3,5,3,2,3,2,1,2,3,1,2,4,4,2,1,4,1,4,3,2,35,Varón,Universitario o terciario,Ocupado/a en administración o gestión
4/21/2024 13:29:54,Estadística,Computación,Robot,Automatización,Humano,4,3,5,3,2,4,2,4,2,5,2,3,1,4,3,3,5,8,7,4,4,3,2,2,3,3,4,4,2,3,4,2,2,4,2,2,4,4,3,2,4,1,3,4,2,37,Mujer,Posgrado,Ocupado/a en matemáticas o computación
4/21/2024 17:14:15,Cambio,Temor,Maravilloso,Ayuda,Facilidad,5,4,4,2,2,4,4,4,3,4,5,3,1,5,2,4,4,5,7,4,4,4,1,3,1,2,4,5,3,4,3,1,1,1,2,3,4,5,3,3,5,2,2,3,2,58,Mujer,Universitario o terciario,No trabaja o jubilado/a
4/21/2024 22:09:40,Novedad,Progreso,Skynet,Herramienta,Desafío ,4,4,5,1,1,5,5,5,4,4,4,3,1,5,3,3,5,8,8,4,4,4,4,4,2,2,4,3,1,4,3,4,2,3,1,2,4,5,3,1,3,1,1,2,1,26,Varón,Universitario o terciario,"Ocupado/a en bibliotecas, educación o capacitación"
4/21/2024 22:23:17,Tecnologia,Deshumanizacion,Informacion,Almacenamiento de datos,Rapidez,3,3,5,3,3,5,3,5,1,5,5,3,1,3,3,5,3,8,8,3,4,4,3,2,2,3,4,4,3,2,2,1,1,2,3,2,4,5,2,3,5,1,1,3,4,56,Mujer,Posgrado,Ocupado/a en legales
4/21/2024 22:27:18,Solucion,Rapida,Información,Riesgo,Resumen,5,5,4,2,4,3,3,5,4,3,4,2,1,5,3,4,5,4,7,4,4,3,2,1,1,2,5,4,2,5,3,1,1,2,1,3,5,5,4,1,3,1,1,1,1,37,Mujer,Universitario o terciario,Ocupado/a en ventas y actividades comerciales
4/21/2024 22:27:43,Rapidez,Computacion,Duda,Facil,Futuro,5,3,4,1,1,2,1,3,3,4,4,1,1,5,3,3,4,6,4,4,4,2,1,2,3,3,4,4,2,5,1,2,2,3,1,5,5,4,2,1,3,2,3,3,1,58,Mujer,Universitario o terciario,Ocupado/a en administración o gestión
4/21/2024 22:32:30,Facilidad,Extremo,Vagos,Increible,Comodidad,3,4,5,4,3,4,1,3,3,2,3,2,3,4,3,3,2,4,7,4,4,2,2,1,4,3,5,2,5,3,1,1,1,2,3,5,3,5,3,3,3,2,3,2,3,24,Mujer,Universitario o terciario,Entre trabajos o buscando empleo
4/21/2024 22:33:36,Tecnología,Automatización,Eficiencia,Cuidado,Reflexión,4,1,5,1,2,5,2,5,2,5,5,3,1,4,2,4,5,5,4,4,4,3,3,2,1,2,5,4,4,4,5,1,1,1,1,1,5,4,1,1,4,1,2,1,1,24,Varón,Universitario o terciario,Ocupado/a en matemáticas o computación
4/21/2024 22:54:28,Internet ,Avance,Robots,Profesional ,Tecnología,4,1,5,1,1,3,4,5,1,5,5,2,1,5,1,5,5,3,3,4,4,4,2,3,1,2,5,4,5,3,1,1,1,3,1,5,3,5,4,3,5,1,1,4,3,25,Mujer,Universitario o terciario,Ocupado/a en el cuidado de otras personas
4/21/2024 23:05:49,Tecnologia,Avance,Robot,Precision,Algoritmo,4,2,4,1,2,4,4,4,2,4,4,4,1,4,2,4,4,7,7,3,3,3,2,3,3,4,4,4,2,4,4,2,2,3,3,4,3,3,2,3,2,2,2,3,1,47,Mujer,Posgrado,Ocupado/a en legales
4/21/2024 23:09:20,Chat GPT,Imágenes ,Robótica ,Avance ,Ciencia,3,3,4,2,2,1,2,4,3,3,5,2,1,4,1,4,5,7,8,4,4,3,3,2,1,4,5,4,3,3,2,1,3,1,3,4,3,4,4,1,2,1,2,2,3,24,Mujer,Universitario o terciario,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/22/2024 0:16:11,Robot,Ficticio ,Herramienta ,Sustitución ,Peligro ,2,4,5,2,4,5,2,4,5,3,3,4,2,5,1,2,2,3,3,4,4,3,1,3,1,3,5,3,5,5,1,1,2,1,1,4,4,4,2,1,3,1,4,3,1,24,Mujer,Universitario o terciario,Ocupado/a en servicios de salud
4/22/2024 6:51:37,Robot,Informatica,Digital,Videos,Edicion,3,3,5,1,2,5,1,4,3,4,5,4,1,5,4,3,5,4,2,4,3,3,1,2,2,3,4,5,2,4,1,1,1,4,3,2,3,5,2,2,4,5,5,4,1,48,Varón,Universitario o terciario,Ocupado/a en ventas y actividades comerciales
4/22/2024 7:05:57,Robot ,Ayuda,Facilidad,.,.,2,2,4,3,2,2,3,3,3,3,4,2,2,4,3,4,3,4,2,4,4,3,1,3,3,4,4,5,3,4,2,1,1,2,3,4,4,5,4,1,4,1,1,3,1,41,Mujer,Universitario o terciario,Ocupado/a en administración o gestión
4/22/2024 7:23:01,Tecnología,Avance,Inteligencia,Beneficios ,Agilizar,5,4,5,1,1,3,4,5,2,5,5,3,1,5,2,4,4,5,5,4,4,4,1,2,1,2,5,3,2,3,3,1,3,4,1,3,4,4,2,1,4,1,4,4,2,30,Mujer,Universitario o terciario,"Ocupado/a en bibliotecas, educación o capacitación"
4/22/2024 7:29:52,Aprender,Proceso ,Autonomía ,Robots,Automatización,3,3,4,2,2,3,2,3,3,3,4,3,1,4,3,2,3,5,4,4,4,2,2,3,1,3,5,4,3,5,2,1,2,2,1,3,3,5,3,1,2,1,2,2,1,29,Mujer,Universitario o terciario,"Ocupado/a en bibliotecas, educación o capacitación"
4/22/2024 8:45:46,Algoritmos,Sesgos,Rapidez,Datos,Promesa ,1,2,3,4,4,4,2,2,3,4,5,3,2,3,4,1,3,9,8,4,3,2,3,2,2,5,5,3,4,5,2,2,2,3,2,5,5,4,3,1,1,1,2,3,2,35,Mujer,Posgrado,Entre trabajos o buscando empleo
4/22/2024 9:01:43,Innovacion,Rapidez,Agil,Aprendizaje,Digital,2,3,5,4,2,4,3,3,4,5,5,4,1,4,3,4,4,2,2,3,4,3,2,2,1,1,3,2,3,3,4,3,3,2,3,1,2,3,2,3,5,2,3,3,3,55,Mujer,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
4/22/2024 9:35:41,Automatización,Internet,Network,Conexión,Información,2,3,4,1,1,3,2,5,3,5,5,2,1,5,3,3,4,6,6,2,3,3,3,2,1,1,4,3,1,3,3,2,2,5,1,3,4,5,1,1,5,1,3,2,1,28,Varón,Universitario o terciario,Ocupado/a en administración o gestión
4/22/2024 10:23:02,Información,Peligro,Posibilidad,Ética,Robot,1,3,5,3,2,4,2,4,4,4,5,4,4,5,3,3,4,7,7,4,4,3,2,2,2,2,4,1,1,2,4,2,3,4,3,2,3,1,1,3,4,2,4,2,2,24,Varón,Universitario o terciario,Entre trabajos o buscando empleo
4/22/2024 11:04:06,Automatización,Sistematización ,Reservorio ,Rapidez ,Combinación ,2,2,5,1,1,5,2,4,2,4,5,3,1,4,3,3,1,8,9,4,4,3,3,2,2,3,4,3,3,3,2,1,1,2,1,3,1,3,3,1,4,1,4,3,3,45,Varón,Posgrado,Ocupado/a en servicios de salud
4/22/2024 11:22:07,Futuro,Chat GPT,Robot,Desempleo,Deshumanizacion,3,5,4,3,3,4,2,3,4,2,4,2,5,5,3,2,4,2,2,4,3,2,2,1,1,2,4,3,2,3,1,1,3,1,1,2,4,4,2,3,3,1,4,2,3,29,Mujer,Universitario o terciario,"Ocupado/a en comunicación, arte, deportes, o entretenimiento"
4/22/2024 12:45:24,Avance,Tecnologia,Inhumano,Desprolijo,Sesgado,1,4,2,4,4,1,1,1,5,2,1,1,5,1,4,2,2,6,5,4,4,2,4,2,2,2,5,4,4,3,4,1,2,3,4,3,3,4,2,2,4,2,2,2,3,33,Mujer,Universitario o terciario,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/22/2024 13:31:45,futuro,riesgo,cuidado,oportunidad,evolución,2,3,5,4,4,4,3,5,3,4,5,4,2,5,2,3,5,8,7,4,4,3,3,3,2,2,3,4,3,4,4,3,2,3,2,3,3,4,4,2,4,2,3,4,2,42,Varón,Universitario o terciario,Ocupado/a en operaciones comerciales o financieras
4/22/2024 13:56:46,Futuro,Avance,Retroceso,Precarización laboral ,Inmediatez,5,3,3,2,3,4,4,3,3,4,4,3,3,3,3,3,1,5,5,4,4,3,2,2,1,4,4,4,2,5,1,1,4,4,1,5,4,5,3,1,3,1,2,3,1,47,Mujer,Posgrado,Ocupado/a en servicios de salud
4/22/2024 14:00:19,tecnología ,velocidad ,soluciones,robótica,miedo,4,4,5,3,3,5,3,4,5,4,5,2,3,5,5,5,5,2,3,4,4,4,2,4,2,3,5,5,1,4,1,1,3,4,3,5,5,5,3,4,3,1,3,3,1,40,Mujer,Posgrado,Ocupado/a en administración o gestión
4/22/2024 14:16:34,innovación,Creatividad,productividad,sesgos,desarrollo,3,2,5,2,2,5,3,4,4,5,5,3,1,4,4,4,4,7,8,4,4,3,3,3,2,2,4,3,4,4,4,2,3,2,2,2,4,4,4,2,5,2,3,2,2,34,Mujer,Universitario o terciario,Entre trabajos o buscando empleo
4/22/2024 14:18:43,Facilísimo ,Miedo,Complemento ,Herramienta,Rapidez,1,5,2,5,2,2,1,1,5,3,4,3,4,5,3,2,2,4,6,4,3,2,1,2,1,2,5,4,2,4,1,1,4,1,1,5,2,2,2,2,1,1,4,3,3,30,Mujer,Universitario o terciario,"Ocupado/a en bibliotecas, educación o capacitación"
4/22/2024 14:29:27,Tecnologia ,Actualidad,Herramienta ,Utilidad ,Cuidado,2,1,5,1,1,3,2,3,1,3,5,1,1,4,2,3,4,4,4,4,4,3,2,2,1,4,5,4,1,3,1,1,1,2,1,5,5,3,2,1,1,1,3,5,2,28,Mujer,Posgrado,Ocupado/a en servicios de salud
4/22/2024 18:52:10,Oportunidad,Desafío,Aceleración,Curiosidad,Cuidado,4,2,4,2,2,4,1,1,3,5,5,2,2,5,3,3,5,8,9,4,4,4,3,4,3,4,5,4,1,5,1,1,4,4,1,4,5,4,1,2,2,1,4,4,2,47,Mujer,Universitario o terciario,"Ocupado/a en comunicación, arte, deportes, o entretenimiento"
4/22/2024 19:09:27,Tecnología ,Actualidad,Asistencia ,Desafio,Futuro,2,4,4,3,1,5,3,4,2,3,4,2,1,4,4,3,4,6,6,2,3,3,2,2,2,3,3,4,3,3,1,1,1,2,1,2,3,5,3,1,4,1,1,3,3,54,Varón,Posgrado,"Ocupado/a en bibliotecas, educación o capacitación"
4/22/2024 19:21:19,Chat gpt ,Remplazo ,Robot ,Difícil ,Útil ,1,2,3,3,4,2,1,2,3,3,4,1,4,3,5,3,4,5,4,4,4,2,2,1,1,4,3,5,2,4,1,2,1,2,3,4,2,5,3,3,3,1,1,4,1,20,Mujer,Universitario o terciario,Estudiante
4/22/2024 19:22:24,Robot,Datos,Computadora,Respuestas,Rapidez,1,3,4,4,3,1,1,4,3,2,4,1,4,5,4,2,1,4,3,4,4,3,1,2,3,3,4,5,2,4,4,1,1,2,2,5,2,5,2,1,2,1,1,3,2,23,Mujer,Universitario o terciario,Estudiante
4/22/2024 19:37:16,Tecnología,Conspiración,Terminator ,Miedo,Deshumanización,2,5,3,4,4,2,3,4,5,1,4,1,5,5,4,1,4,6,4,4,4,2,3,2,1,4,5,1,3,4,1,1,4,4,1,2,4,2,2,1,2,1,4,4,2,26,Varón,Universitario o terciario,Estudiante
4/22/2024 19:58:34,Mente ,Agilidad,Productividad ,Digital,No tangible ,1,2,4,3,3,4,1,2,4,4,5,3,2,3,5,3,2,8,8,2,3,3,3,1,1,3,5,4,2,3,2,1,2,5,1,4,4,4,2,3,5,1,3,2,4,29,Varón,Posgrado,"Ocupado/a en comunicación, arte, deportes, o entretenimiento"
4/23/2024 7:44:11,brillante,futuro,nuevo,facilidad,tiempo,3,2,5,3,2,4,4,4,3,3,3,3,2,4,3,3,4,8,8,4,4,3,3,2,1,4,4,4,3,3,4,4,2,2,3,2,3,5,3,3,3,3,1,3,3,33,Varón,Secundario,Ocupado/a en matemáticas o computación
4/23/2024 7:56:00,Facilidad,Comodidad ,Adormecimiento ,Obturar,Vacío ,2,5,4,3,4,1,1,3,4,3,3,1,2,3,4,2,1,5,5,4,3,3,1,2,2,3,5,5,3,5,3,2,1,3,3,5,3,5,3,1,3,1,1,3,1,38,Mujer,Universitario o terciario,Ocupado/a en operaciones comerciales o financieras
4/23/2024 8:19:33,cambio,innovación,desafío,peligro,futuro,3,2,4,3,3,4,3,4,3,4,4,3,3,4,2,3,4,5,7,4,4,2,2,2,1,4,5,4,3,4,1,5,2,2,1,4,5,4,4,2,3,1,1,1,1,56,Mujer,Universitario o terciario,"Ocupado/a en ciencias sociales, físicas o de la vida"
4/23/2024 9:02:51,superficialidad,ficción,wikipedia,aprendizaje,manipulación,2,4,4,4,3,3,1,4,4,2,3,3,3,4,3,3,4,7,7,4,4,2,3,1,1,2,3,2,3,3,4,3,4,4,2,3,3,4,2,4,5,2,4,2,2,41,Varón,Posgrado,Entre trabajos o buscando empleo
